title,company,location,url,description,source,experience,salary
Relationship Manager-First Wealth,IDFC FIRST Bank,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/relationship-manager-first-wealth-at-idfc-first-bank-4151575817?position=2&pageNum=0&refId=vqA%2F298m6eLnQOwoju6a0g%3D%3D&trackingId=L8BO9zA0WVNUpBrX3aXHrQ%3D%3D,"Job Requirements

Job Title - Branch Relationship Manager

Place of work - Chennai

Business Unit - Retail Banking

Function -Branch Banking

Job Purpose - The role entails scaling up the Retail Banking business for the bank by leading customer service, cross-sell and premium customer acquisition for the branch. It also entails developing constructive relationships with key local clients and working closely with them to boost volume of business by establishing a strong foundation with them as their financial partner of choice. Role will closely collaborate with Cross sell team and Product teams for the same. This role encapsulates the responsibility of owning the customer experience at the branch and deepening the relationship. It includes working with the client to help them make the right financial decisions by providing them with information about financial products.

Roles And Responsibilities

Handling a group of key Clients providing Financial Advisory Services to the customers and offering Portfolio Investment Services
It also includes use of applications actively for designing product suitability matrix, financial planning for the customers
Acting as an interface between the bank and its key customers to provide complete Banking Solutions, Portfolio Management, Wealth Management and customer servicing.
To Enhance & Retain customer profitability by capturing larger share of Wallet
Ensuring compliance with branch SOP and control in sales and service
Deepen the relationship by Cross selling Banks Products

Secondary Responsibilities

Maintain excellent relations with local dealers to help source clients to expand reach and brand of the bank
Evaluate the feasibility of new initiatives in offering, channel & process point of view and ensure its implementation to improve overall operational efficiency.
Collaborate with other branch departments and functions to provide products and service offerings to the customer

Key Success Metrics

NTB acquisitions, Volume per client, customer share of wallet, share of customer wallet.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Sales and Business Development
Industries
Banking
Referrals increase your chances of interviewing at IDFC FIRST Bank by 2x
See who you know",LinkedIn,,
Business Analyst,dentsu,"Ayanavaram, Tamil Nadu, India",https://in.linkedin.com/jobs/view/business-analyst-at-dentsu-4156954699?position=1&pageNum=0&refId=1sWXNNPvUnArUt47W9DHzQ%3D%3D&trackingId=cnEpwqiEETLLZpfGkdai1A%3D%3D,"The purpose of this role is to enable and support project delivery through the capture and analysis of user and business needs, ensuring project outcomes are aligned with the service vision and business strategy.

Job Description:

Key responsibilities:

Analysis and Requirements Definition. Employs a range of tools and techniques to gather business and user requirements against the clear objectives articulated for the project. Determines the need and value of performing the activity based on the context. If required, employs a range of tools and techniques to map 'As-Is' and To-Be' business processes/capabilities
Impact Analysis and Estimation. Identifies potential consequences of a change and estimates what needs to be modified to accomplish that change and focuses on defining changes within the scope of the overall project design, to the requisite quality with appropriate level of effort required depending on change defining
Business Solution Design and Development. Engages with requisite stakeholders to ensure business systems, workflows and processes contribute to target operating model/capability. Ensures that activities within project are mapped to ensure that they are delivered effectively and work in partnership with domain experts e.g. Enterprise Architects, Systems Analysts, where applicable, to translate business needs into solutions, work with technical leads to ensure business needs are translated into the technical solutions
Benefits Evaluation. Evaluates strengths and weaknesses of identified benefits and dis-benefits in line with project mandate
Stakeholder Engagement. Engages with business owners, business change managers, users and other identified key stakeholders, as required, to ensure alignment of project requirements and solution/capability design
Business Change. Works closely with Business Change Managers and improvement teams with identification of BAU enhancements and associated solutions to ensure that defined project outputs are delivered and benefits realised
Frameworks, Tools and Documentation. Provides advice and guidance to the project team on application of methodologies; operating model; functional specification; user cases; user stories; defect analysis; forms and templates appropriate for organisational context and project


Location:

DGS India - Chennai - Anna Nagar Tyche Towers

Brand:

Paragon

Time Type:

Full time

Contract Type:

Permanent
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Research, Analyst, and Information Technology
Industries
Advertising Services
Referrals increase your chances of interviewing at dentsu by 2x
See who you know",LinkedIn,,
Business Analyst,Firstsource,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/business-analyst-at-firstsource-4143364258?position=2&pageNum=0&refId=1sWXNNPvUnArUt47W9DHzQ%3D%3D&trackingId=OmUqTtgGXWGRtQSTg%2F%2FB%2BQ%3D%3D,"Job Description

Support business initiatives through data analysis, identification of implementation barriers and user acceptance testing of new systems.
Understand the Business processes and Functional requirements end to end.
Identify and analyze user requirements, procedures, and problems to improve existing processes.
Perform detailed analysis on assigned projects, recommend potential business solutions and assist with implementation.
Identify ways to enhance performance management and operational reports related to new business implementation processes.
Develop and incorporate organizational best practices into business applications.
Lead problem solving and coordination efforts between various business units.
Assist with formulating and updating departmental policies and procedures.

Location : Chennai / Hyderabad / Bangalore

Salary : As per standards.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Research, Analyst, and Information Technology
Industries
Outsourcing and Offshoring Consulting
Referrals increase your chances of interviewing at Firstsource by 2x
See who you know",LinkedIn,,
Accountant - Payables,Hyatt,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/accountant-payables-at-hyatt-4109640704?position=1&pageNum=0&refId=BNUw5dHoj27cm%2FiNAonGoQ%3D%3D&trackingId=Lx%2FlIWkLtqc2KBr0sS2XwA%3D%3D,"You will be responsible to assist with the efficient running of the department in line with Hyatt International's Corporate Strategies and brand standards, whilst meeting employee, guest and owner expectations. Ensures the smooth and efficient running of the accounting functions within the Accounting Department.

Ideally with a relevant degree or diploma in Finance, Commerce or Hospitality/Tourism management. Minimum 2 years of work experience as Accountant or Accounting Clerk in hotel operation. Good problem solving, administrative and interpersonal skills are a must.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Accounting/Auditing and Finance
Industries
Hospitality
Referrals increase your chances of interviewing at Hyatt by 2x
See who you know",LinkedIn,,
Credit Risk Officer,Mizuho,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/credit-risk-officer-at-mizuho-4156891515?position=2&pageNum=0&refId=BNUw5dHoj27cm%2FiNAonGoQ%3D%3D&trackingId=cqSO9oh2AdsLIrvqLIN1Gg%3D%3D,"Mizuho Global Services Pvt Ltd (MGS) is a subsidiary company of Mizuho Bank, Ltd, which is one of the largest banks or so called ‘Mega Banks’ of Japan. MGS was established in the year 2020 as part of Mizuho’s long-term strategy of creating a captive global processing center for remotely handling banking and IT related operations of Mizuho Bank’s domestic and overseas offices and Mizuho’s group companies across the globe.
At Mizuho we are committed to a culture that is driven by ethical values and supports diversity in all its forms for its talent pool. Direction of MGS’s development is paved by its three key pillars, which are Mutual Respect, Discipline and Transparency, which are set as the baseline of every process and operation carried out at MGS.
What’s in it for you?
o Immense exposure and learning
o Excellent career growth
o Company of highly passionate leaders and mentors
o Ability to build things from scratch
Know more about MGS: -
https://www.mizuhogroup.com/asia-pacific/mizuho-global-services
Position: Credit Risk - Officer 1
Shift :- General shift work from office
Key Responsibilities: -
1. Ensure control over credit risk rating for assigned customers.
2. Ensuring inputting of financial statement without errors in the pre-defined format for further financial analysis and rating review process.
3. Ensure timely and accurate processing of credit rating application for all assigned cases.
4. Co-ordinate closely with the assigned Mizuho Overseas branches for smooth closure.
5. Ensure all Compliance related guidelines including periodic trainings is completed well before defined due date.
6. Complete credit rating for assigned customers by the service branch.
7. Reviewing credit rating application for assigned respective Overseas offices and act as a Branch / Project PIC as and when assigned to you or any other credit tasks assigned (E.g. credit rating Review or any other credit related task assigned).
8. Write and Present credit reports to stakeholders in a timely manner.
Required Skills: -
Candidates who are currently working in corporate credit risk department or with underwriting team in Banks/NBFCs/Credit rating agencies etc would be ideal.
Good understanding of Credit risk and Credit underwriting
Good accounting knowledge
Good understanding of banking products
Good verbal and written communication skills
Strong Team management skills
Excellent multi-tasking and Time Management skills
Good thinking and Analytical skills
Good credit report writing skills
Qualification: 10th,12th, Graduation - B.com / M.com / CA / CAIIB / FRM / MBA (Finance) all the academic should have scored 70% above marks.
Experience: 2 + yrs. of relevant experience in Corporate Credit Risk department
Address
Mizuho Global Services India Pvt. Ltd.
16th Floor, Tower B,
Brigade World Trade Centre,
No.142, Rajiv Gandhi Salai,
Chennai - 600 096, India.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Analyst and Accounting/Auditing
Industries
Financial Services and Banking
Referrals increase your chances of interviewing at Mizuho by 2x
See who you know",LinkedIn,,
Equities Specialist,Standard Chartered Life and Careers,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/equities-specialist-at-standard-chartered-life-and-careers-4157720888?position=1&pageNum=0&refId=U2gpUa35X%2FwuiuzOTRydhw%3D%3D&trackingId=VAd9ZLpKuswbU6RyKat%2B7g%3D%3D,"Key Responsibilities

To lead, grow, develop and manage the Equity broking & ND-PMS / PMS business in the allocated territory. The ES will be responsible for driving the Equity broking & NDPMS / PMS business through the various segments of the Bank (mainly Priority) where customer relationships are managed by Relationship Managers. The role of the ES will be of a product specialist working closely with the Wealth Specialist / Relationship Managers at the bank & engaged in offering detailed information on SCSI products, including broking & PMS products & equity research and advisory capabilities.

Skills And Experience

BROKING BUSINESS
RELATIONSHIP MANAGEMENT

Qualifications

EDUCATION GRADUATION AND MBA WITH FINANCE PREFFERED.
CERTIFICATIONS NISM 21A & NISM 7 PREFFERED

About Standard Chartered

We're an international bank, nimble enough to act, big enough for impact. For more than 170 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents and we can't wait to see the talents you can bring us.

Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion.

Together We

Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we do
Never settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so well
Are better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long term

What We Offer

In line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.

Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locations.
Time-off including annual leave, parental/maternity (20 weeks), sabbatical (12 months maximum) and volunteering leave (3 days), along with minimum global standards for annual and public holiday, which is combined to 30 days minimum.
Flexible working options based around home and office locations, with flexible working patterns.
Proactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills, global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkits
A continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learning.
Being part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Finance and Sales
Industries
Banking
Referrals increase your chances of interviewing at Standard Chartered Life and Careers by 2x
See who you know",LinkedIn,,
Equities Specialist,Standard Chartered India,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/equities-specialist-at-standard-chartered-india-4156931468?position=2&pageNum=0&refId=U2gpUa35X%2FwuiuzOTRydhw%3D%3D&trackingId=AZ94GsHrfsQV14KG7Oy85g%3D%3D,"Key Responsibilities

To lead, grow, develop and manage the Equity broking & ND-PMS / PMS business in the allocated territory. The ES will be responsible for driving the Equity broking & NDPMS / PMS business through the various segments of the Bank (mainly Priority) where customer relationships are managed by Relationship Managers. The role of the ES will be of a product specialist working closely with the Wealth Specialist / Relationship Managers at the bank & engaged in offering detailed information on SCSI products, including broking & PMS products & equity research and advisory capabilities.

Skills And Experience

BROKING BUSINESS
RELATIONSHIP MANAGEMENT

Qualifications

EDUCATION GRADUATION AND MBA WITH FINANCE PREFFERED.
CERTIFICATIONS NISM 21A & NISM 7 PREFFERED

About Standard Chartered

We're an international bank, nimble enough to act, big enough for impact. For more than 170 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents and we can't wait to see the talents you can bring us.

Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion.

Together We

Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we do
Never settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so well
Are better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long term

What We Offer

In line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.

Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locations.
Time-off including annual leave, parental/maternity (20 weeks), sabbatical (12 months maximum) and volunteering leave (3 days), along with minimum global standards for annual and public holiday, which is combined to 30 days minimum.
Flexible working options based around home and office locations, with flexible working patterns.
Proactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills, global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkits
A continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learning.
Being part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Finance and Sales
Industries
Banking
Referrals increase your chances of interviewing at Standard Chartered India by 2x
See who you know",LinkedIn,,
Accounts Executive,Larsen & Toubro,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/accounts-executive-at-larsen-toubro-4144354716?position=1&pageNum=0&refId=dJWzcl6TWKWq4pkJPVq3KQ%3D%3D&trackingId=aIqFmuagecFk3iPjcsh6lw%3D%3D,"Accounts Payable Oversight:

Manage the full-cycle accounts payable process, including invoice approval and payment.

Supervise and mentor shared services team, ensuring accuracy and timeliness in daily operations.

Contribute to the development and management of the accounts payable budget.

Expense Management:

Oversee employee expense reimbursements, ensuring compliance with company policies.

Monitor corporate credit card usage and ensure proper documentation and reconciliation.

Reconciliation and Reporting:

Reconcile accounts payable transactions and vendor statements.

Assist in month-end closing and preparation of reports as needed.

Compliance and Documentation:

Ensure adherence to internal controls, company policies, and regulatory requirements.

Maintain organized and up-to-date accounts payable files and records.

Ensure compliance with company policies, accounting procedures, and relevant regulations (e.g., GST, TDS). Participate in internal and external audits as required.

Cross-functional Collaboration:

Work closely with procurement, Shared services team and other departments to streamline payment processes.

Provide support during audits by preparing documentation and reports.

Oversee all accounts payable processes, ensuring efficiency, accuracy, and compliance with company policies and accounting procedures.

Reporting & Analysis:

Generate accounts payable reports, including aging summaries and payment forecasts.

Support the F&A team with financial reporting and analysis during month-end and year-end closings.

Process Improvement:

Identify opportunities to optimize and streamline accounts payable processes.

Assist in the implementation of automation tools to enhance efficiency.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Sales and Business Development
Industries
Executive Offices
Referrals increase your chances of interviewing at Larsen & Toubro by 2x
See who you know",LinkedIn,,
Associate - Chennai,SAS Partners Corporate Advisors,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/associate-chennai-at-sas-partners-corporate-advisors-4157167309?position=2&pageNum=0&refId=dJWzcl6TWKWq4pkJPVq3KQ%3D%3D&trackingId=Au3StQv%2FvYj3I1iJHGGobg%3D%3D,"SAS Partners Corporate Advisors (www.saspartners.com) is a multi-disciplinary organization providing Business, Financial, and Legal Advisory Services to Indian and Multinational Corporates. We have offices in Chennai, Bangalore, and Dubai. We have built deep-rooted entrepreneurial, professional, and regulatory relations and strong association with various Bilateral organizations for facilitating Cross Border Investment & Trade. We are seeking a highly motivated, aspiring, and competent person to support its professional advisory practice.

Job Title: Junior/ Associate – Regulatory Advisory & Support

A person with sound technical knowledge who can manage the client and train the team members effectively. They need to handle multiple clients which involve a lot of responsibilities and hence they should be able to delegate their work to trainees effectively based on the priority.

Desired Profile: CS qualified with an experience range of 0-2 years.

Duties and Responsibilities:

Candidate should be able to handle the following type of works:

Company Secretarial Compliances.
Foreign Exchange Management.
Managing and overseeing a portfolio of client companies.
Liaise/ coordinate with the clients on the applicable Compliances.
Corporate Law Advisory & Opinions.

Reporting to: Senior Associate

Competency & Skills:

Sound technical knowledge
Attention to details
Leadership skills
Ability to handle the team
The flexibility to work according to the priority of the organization
Ability to work on deadlines, ability to engage in multiple assignments concurrently.
Excellent communication both written and verbal

Benefits

Medical Insurance & PF

Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Consulting
Industries
Financial Services
Referrals increase your chances of interviewing at SAS Partners Corporate Advisors by 2x
See who you know",LinkedIn,,
Analyst - Fund Operation,Principal Global Services,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/analyst-fund-operation-at-principal-global-services-4130125865?position=1&pageNum=0&refId=kU%2FP3wFQShdscvJvnY9Tnw%3D%3D&trackingId=MCyx2ZAR3xEuTJY5QqbAnQ%3D%3D,"Responsibilities

Operational Support and Reconciliation

Review and verify trade and transaction activity against control files; Perform cash and position holdings reconciliations (e.g. between Systems, Brokers, FCM’s and Custodian’s). Match Custodial and Counterparty data with fund accounting book of records on FIS Invest One.
Use data from custodians and FCMs/counterparties daily for reconciliation of cash and positions.
Perform Level 1 Reconciliations. Establish and implement criteria for break prioritization and escalation to Des Moines as needed. Excluding breaks on bank loans and SWAPs as that will remain with the Des Moines team.
Perform Tax and shadow accounts, support audit confirmations, security master builds, investment rollforwards, monthly balancing support and non-custodial asset certifications
Monitor email and Teams chat with IT for ETF source file issues and coordinate with IT to provide them with source documents if necessary.
Review ETF Holdings files posted to PrincipalAM.com each morning to verify trades executed the prior business day are included in the ETF Holdings files and make any necessary adjustments.
Review specific data points posted to PrincipalAM.com to ensure accuracy and timely posting to the website and coordinate with IT team to correct any discrepancies.
Review comments entered on each ETF order to ensure compliance with Basket Policies and Procedures.
Review securities delivered in-kind for an ETF create or redeem order to the ETF holdings that was available on PrincipalAM.com the day of the order as well as the basket that was published for trading.
Monthly data gathering and validation
Conduct daily meetings with or provide daily reporting to the Home office team to escalate and address any issues that have a potential impact on the daily NAV.
Meet daily deadlines for reconciliations, trade interface, shadow accounts and security master builds in order to prevent delays in NAV calculations.

Management Reporting

Clearly communicate progress, research findings and effects of such items on the funds to team members as appropriate.
Prepare and distribute management reports that details breaks, complete with aging and NAV impact on breaks.
Assist in the compilation of information in preparation of monthly and quarterly reporting and semi-annual and annual fund reports and audits.
Provide guidance and training to junior associates in fund accounting principles and processes.

Perform Other Job-related Duties Or Special Projects As Required

Identify opportunities and solutions to improve workflow, procedures and processes with a focus on increasing efficiency and accuracy and eliminating pain points; present ideas to the team and if supported, communicate (verbally and via written documentation) changes.
Take initiative to research new situations that arise and communicate findings/learnings with the team.
Ensure accurate and timely documentation of processes in Standard Operating Procedures.
Foster an environment of Collaboration both within and outside of the function to drive & lead strategic change
Continually seek to improve the quality of the reconciliations and the auto-matching rate.

Qualifications

Bachelor's degree, or equivalent, in accounting, finance, or business required
Overall, 2-4 years' work experience & minimum 2+ years of relevant experience in Fund Accounting domain.
Working knowledge of all security types including equities and fixed income instruments
Demonstrated analytical, problem solving, time management, decision making, interpersonal and communication skills is required.

Additional Information

Good understanding of 40 Act funds, including ETFs, and NAV sensitivity
Must be detail oriented, able to maintain a high degree of accuracy, work independently, meet established deadlines, handle multiple tasks and prioritize effectively
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Finance and Sales
Industries
Financial Services
Referrals increase your chances of interviewing at Principal Global Services by 2x
See who you know",LinkedIn,,
Relationship Manager - Govt NPS channel,Axis Bank,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/relationship-manager-govt-nps-channel-at-axis-bank-4163768463?position=2&pageNum=0&refId=kU%2FP3wFQShdscvJvnY9Tnw%3D%3D&trackingId=X4rYMVyPgRWoT%2BWxf01V8Q%3D%3D,"Company Description

Axis Bank is one of the leading private sector banks in India, offering a wide range of financial services to various customer segments. With a large network of branches and ATMs across the country, as well as international offices, Axis Bank provides services including Corporate Lending, Trade Finance, Investment Banking, and Wealth Management.

Role Description

This is a full-time on-site role for a Relationship Manager located in Hyderabad & Vijayawada at Axis Bank. The Relationship Manager will be responsible for managing client relationships, providing financial advice, and cross-selling banking products. This role involves meeting with clients, understanding their financial needs, and working to ensure customer satisfaction.

Qualifications

Strong interpersonal and communication skills
Experience in financial services or relationship management
Knowledge of banking products and services
Ability to identify and meet customer needs
Analytical thinking and problem-solving skills
Bachelor's degree in Finance, Business, or related field
Relevant certifications such as CFA or CFP would be beneficial
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Sales and Business Development
Industries
Banking
Referrals increase your chances of interviewing at Axis Bank by 2x
See who you know",LinkedIn,,
Business Analyst Trainee,ValueMomentum,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/business-analyst-trainee-at-valuemomentum-4148461835?position=1&pageNum=0&refId=us2FzTM8dJLm853Cgq7kUQ%3D%3D&trackingId=av2m7UWMdYjYWP%2BQsAFgGg%3D%3D,"Direct message the job poster from ValueMomentum
Vineeth Joshi
Vineeth Joshi
TAG Associate Trainee @ ValueMomentum.
Primary Skill: Business Analysis
Location: Hyderabad
Industry: Insurance
Employment Type: Full-Time
Experience: 0-1 years


Job Description:
Do you enjoy developing technology solutions to business problems? Does complex customer business
situations excite you. If your answer is yes, then we have a job that gives you the right platform to put
your creative sense at work.
We are looking for a Business Analyst who is very strong in spoken and written English skills. As a
business analyst, you will work within an organization, helping to manage, change and plan for the future
in line with their goals. You'll need to understand the current organizational situation, identify future needs
and create solutions to help meet those needs. You would function as an interface (through effective
communication) among stakeholders, customer, and partners.


Why ValueMomentum?

Headquartered in New Jersey, US, ValueMomentum is one of the fastest growing software & solutions
firm focused on the Insurance, Healthcare and Financial Services domain. Our industry focus, expertise in
technology backed by R&D and our customer-first approach uniquely position us to deliver the value we
promise and drive momentum to our customers’ initiatives. ValueMomentum is amongst the top 10
insurance-focused IT services firms in North America in terms of the number of customers. Leading
insurers, banks and healthcare firms trust ValueMomentum with their core transformation and digital
transformation initiatives. We are looking for talented, passionate and creative people to join our rapidly
expanding team and discover unlimited opportunities for growth!

Your Key Responsibilities:
Assisting with the business case
Eliciting requirements, requirements organization, translating and simplifying requirements, requirements management and communication, requirements analysis document requirements, define scope and objectives, create flowcharts and present to client for a sign-off.
Participate in project planning, execution, and tracking.
Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer.
Understand and communicate the financial and operational impact of any changes
Monitor project progress by tracking activity; resolving problems; publishing progress
reports; recommending actions.
 Strong analytical and quantitative skills with an ability to work with business owners to
define key business questions and to build data sets that answer those questions
 Excellent communication skills (written & verbal), very good negotiation and convincing skills. Ability to explain approach, process and insights to technical and non-technical teammates
The ability to influence stakeholders and work closely with them to determine acceptable
solutions
Excellent documentation skills
Experience creating detailed reports and giving presentations
Written and verbal communication, including technical writing skills
Understanding of systems engineering concepts
Business case development Modeling techniques and methods
Leadership
Excellent planning, organizational, and time management skills
Career Advancement: Individual Career Development, coaching and mentoring
programs for professional and leadership skill development.
Comprehensive training and certification programs.
Performance Management: Goal Setting, continuous feedback and year-end appraisal. Reward & recognition for the extraordinary performers.


Desired Qualifications:
A bachelor’s degree in business or related field or an MBA

Company Benefits:
Compensation - Competitive compensation package comparable to the best in the industry.
Career Growth - Career development, comprehensive training & certification programs, and fast track growth for high potential associates.
Benefits: Comprehensive health benefits and life insurance.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Analyst
Industries
Insurance
Referrals increase your chances of interviewing at ValueMomentum by 2x
See who you know",LinkedIn,,
